RowID,Outcome,Comparator,Intervention,Answer,Reasoning,xml_offsets,XML,PMID,Location
 59610 ,Duration of hospitalization ,Low-molecular-weight heparins: Enoxaparin ,Intravenous unfractionated heparin ,Significantly decreased,". As in the previous study, the time spent in the hospital was remarkably reduced, from 6.5 days to 1.1 days, and 120 out of the 247 patients randomized to the LMWH were never admitted to the hospital.",13185:13386, 59610 ,11714421,Unavailable
 59610 ,Pulmonary embolism recurrence ,Low-molecular-weight heparins: reviparin ,Intravenous unfractionated heparin 5000 IU bolus followed by a dose of 1250 IU/h,No significant difference,was also similar in the two treatment groups (5.8% in the reviparin group versus 6.0% in the unfractionated heparin group).,16850:16974, 59610 ,11714421,Unavailable
 59610 ,Pulmonary embolism recurrence (8 days),Low-molecular-weight heparins: tinzaparin  175 anti-Xa units/kg,Unfractionated heparin IV bolus of 50 IU/kg + initial dose of 500 IU/kg,No significant difference,"After 8 days, the occurrence of events included in the primary outcome (recurrent venous thromboembolism, major bleeding or death) was similar in the two treatment groups: 2.9% in the unfractionated heparin group and 3.0% in the tinzaparin group.",17705:17951, 59610 ,11714421,Unavailable
 59610 ,Major bleeding (8 days),Low-molecular-weight heparins: tinzaparin  175 anti-Xa units/kg,Unfractionated heparin IV bolus of 50 IU/kg + initial dose of 500 IU/kg,No significant difference,"After 8 days, the occurrence of events included in the primary outcome (recurrent venous thromboembolism, major bleeding or death) was similar in the two treatment groups: 2.9% in the unfractionated heparin group and 3.0% in the tinzaparin group.",17705:17951, 59610 ,11714421,Unavailable
 59610 ,Mortality (8 days),Low-molecular-weight heparins: tinzaparin  175 anti-Xa units/kg,Unfractionated heparin IV bolus of 50 IU/kg + initial dose of 500 IU/kg,No significant difference,"After 8 days, the occurrence of events included in the primary outcome (recurrent venous thromboembolism, major bleeding or death) was similar in the two treatment groups: 2.9% in the unfractionated heparin group and 3.0% in the tinzaparin group.",17705:17951, 59610 ,11714421,Unavailable
 59610 ,Pulmonary embolism recurrence (90 days),Low-molecular-weight heparins: tinzaparin  175 anti-Xa units/kg,Unfractionated heparin IV bolus of 50 IU/kg + initial dose of 500 IU/kg,No significant difference,"After 90 days this similarity remained, with a 7.1% and 5.9% incidence in the unfractionated heparin and tinzaparin groups, respectively.",17952:18090, 59610 ,11714421,Unavailable
 59610 ,Major bleeding (90 days),Low-molecular-weight heparins: tinzaparin  175 anti-Xa units/kg,Unfractionated heparin IV bolus of 50 IU/kg + initial dose of 500 IU/kg,No significant difference,"After 90 days this similarity remained, with a 7.1% and 5.9% incidence in the unfractionated heparin and tinzaparin groups, respectively.",17952:18090, 59610 ,11714421,Unavailable
 59610 ,Mortality (90 days),Low-molecular-weight heparins: tinzaparin  175 anti-Xa units/kg,Unfractionated heparin IV bolus of 50 IU/kg + initial dose of 500 IU/kg,No significant difference,"After 90 days this similarity remained, with a 7.1% and 5.9% incidence in the unfractionated heparin and tinzaparin groups, respectively.",17952:18090, 59610 ,11714421,Unavailable
 59610 ,Fatal pulmonary embolism,Low-molecular-weight heparins: tinzaparin  175 anti-Xa units/kg,Unfractionated heparin IV bolus of 50 IU/kg + initial dose of 500 IU/kg,No significant difference,There was a 1.0% rate of fatal pulmonary emboli in both groups.,18090:18153, 59610 ,11714421,Unavailable
 59610 ,Recurrent pulmonary embolism,Low-molecular-weight heparins: Tinzaparin (175 IU/kg),Unfractionated heparin  5000 IU followed by 40320 IU,Significantly decreased,"There were no recurrent episodes of venous thromboembolism in the group of patients treated with tinzaparin, and seven new episodes (four pulmonary embolisms) in the unfractionated heparin group (95% confidence interval for the difference 1.9% to 11.7%; P = 0.01).",19121:19402, 59610 ,11714421,Unavailable
 30713 ,Mean VO2 (ml/min),Manual turning,Manual turning + percussion and postural drainage,No significant difference,"VO2 and VCO2 tended to be higher during the periods of P&amp;PD than without, although this difference was similarly not statistically significant.",17171:17336, 30713 ,11299066,Unavailable
 30713 ,Mean VO2 (ml/min),Manual turning,Continuous rotation,No significant difference,"VO2 and VCO2 tended to be higher during the periods of P&amp;PD than without, although this difference was similarly not statistically significant.",17171:17336, 30713 ,11299066,Unavailable
 30713 ,Mean VO2 (ml/min),Manual turning,Continuous rotation  + percussion and postural drainage,No significant difference,"VO2 and VCO2 tended to be higher during the periods of P&amp;PD than without, although this difference was similarly not statistically significant.",17171:17336, 30713 ,11299066,Unavailable
 30713 ,Mean VO2 (ml/min),Manual turning + percussion and postural drainage,Continuous rotation,No significant difference,"VO2 and VCO2 tended to be higher during the periods of P&amp;PD than without, although this difference was similarly not statistically significant.",17171:17336, 30713 ,11299066,Unavailable
 30713 ,Mean VO2 (ml/min),Manual turning + percussion and postural drainage,Continuous rotation + percussion and postural drainage,No significant difference,"VO2 and VCO2 tended to be higher during the periods of P&amp;PD than without, although this difference was similarly not statistically significant.",17171:17336, 30713 ,11299066,Unavailable
 30713 ,Mean VO2 (ml/min),Continuous rotation,Continuous rotation + percussion and postural drainage,No significant difference,"VO2 and VCO2 tended to be higher during the periods of P&amp;PD than without, although this difference was similarly not statistically significant.",17171:17336, 30713 ,11299066,Unavailable
 30713 ,Mean VCO2 (ml/min),Manual turning,Manual turning + percussion and postural drainage,No significant difference,"VO2 and VCO2 tended to be higher during the periods of P&amp;PD than without, although this difference was similarly not statistically significant.",17171:17336, 30713 ,11299066,Unavailable
 30713 ,Mean VCO2 (ml/min),Manual turning,Continuous rotation,No significant difference,"VO2 and VCO2 tended to be higher during the periods of P&amp;PD than without, although this difference was similarly not statistically significant.",17171:17336, 30713 ,11299066,Unavailable
 30713 ,Mean VCO2 (ml/min),Manual turning,Continuous rotation  + percussion and postural drainage,No significant difference,"VO2 and VCO2 tended to be higher during the periods of P&amp;PD than without, although this difference was similarly not statistically significant.",17171:17336, 30713 ,11299066,Unavailable
 30713 ,Mean VCO2 (ml/min),Manual turning + percussion and postural drainage,Continuous rotation,No significant difference,"VO2 and VCO2 tended to be higher during the periods of P&amp;PD than without, although this difference was similarly not statistically significant.",17171:17336, 30713 ,11299066,Unavailable
 30713 ,Mean VCO2 (ml/min),Manual turning + percussion and postural drainage,Continuous rotation + percussion and postural drainage,No significant difference,"VO2 and VCO2 tended to be higher during the periods of P&amp;PD than without, although this difference was similarly not statistically significant.",17171:17336, 30713 ,11299066,Unavailable
 30713 ,Mean VCO2 (ml/min),Continuous rotation,Continuous rotation + percussion and postural drainage,No significant difference,"VO2 and VCO2 tended to be higher during the periods of P&amp;PD than without, although this difference was similarly not statistically significant.",17171:17336, 30713 ,11299066,Unavailable
 30713 ,Kirby index,Manual turning,Manual turning + percussion and postural drainage,No significant difference,"There was a tendency for PaO2/FIO2 to increase (174 ± 31 versus 188 ± 36; P = 0.068) and Vd/Vt to decrease (0.62 ± 0.18 versus 0.59 ± 0.18; P = 0.19) during periods of CLR, but these differences did not achieve statistical significance.",16603:16962, 30713 ,11299066,Unavailable
 30713 ,Kirby index,Manual turning,Continuous rotation,No significant difference,"There was a tendency for PaO2/FIO2 to increase (174 ± 31 versus 188 ± 36; P = 0.068) and Vd/Vt to decrease (0.62 ± 0.18 versus 0.59 ± 0.18; P = 0.19) during periods of CLR, but these differences did not achieve statistical significance.",16603:16963, 30713 ,11299066,Unavailable
 30713 ,Kirby index,Manual turning,Continuous rotation  + percussion and postural drainage,No significant difference,"There was a tendency for PaO2/FIO2 to increase (174 ± 31 versus 188 ± 36; P = 0.068) and Vd/Vt to decrease (0.62 ± 0.18 versus 0.59 ± 0.18; P = 0.19) during periods of CLR, but these differences did not achieve statistical significance.",16602:16963, 30713 ,11299066,Unavailable
 30713 ,Kirby index,Manual turning + percussion and postural drainage,Continuous rotation,No significant difference,"There was a tendency for PaO2/FIO2 to increase (174 ± 31 versus 188 ± 36; P = 0.068) and Vd/Vt to decrease (0.62 ± 0.18 versus 0.59 ± 0.18; P = 0.19) during periods of CLR, but these differences did not achieve statistical significance.",16603:16962, 30713 ,11299066,Unavailable
 30713 ,Kirby index,Manual turning + percussion and postural drainage,Continuous rotation + percussion and postural drainage,No significant difference,"There was a tendency for PaO2/FIO2 to increase (174 ± 31 versus 188 ± 36; P = 0.068) and Vd/Vt to decrease (0.62 ± 0.18 versus 0.59 ± 0.18; P = 0.19) during periods of CLR, but these differences did not achieve statistical significance.",16602:16962, 30713 ,11299066,Unavailable
 30713 ,Kirby index,Continuous rotation,Continuous rotation + percussion and postural drainage,No significant difference,"There was a tendency for PaO2/FIO2 to increase (174 ± 31 versus 188 ± 36; P = 0.068) and Vd/Vt to decrease (0.62 ± 0.18 versus 0.59 ± 0.18; P = 0.19) during periods of CLR, but these differences did not achieve statistical significance.",16602:16962, 30713 ,11299066,Unavailable
 30713 ,Dead-space fraction,Manual turning,Manual turning + percussion and postural drainage,No significant difference,"There was a tendency for PaO2/FIO2 to increase (174 ± 31 versus 188 ± 36; P = 0.068) and Vd/Vt to decrease (0.62 ± 0.18 versus 0.59 ± 0.18; P = 0.19) during periods of CLR, but these differences did not achieve statistical significance.",16602:16962, 30713 ,11299066,Unavailable
 30713 ,Dead-space fraction,Manual turning,Continuous rotation,No significant difference,"There was a tendency for PaO2/FIO2 to increase (174 ± 31 versus 188 ± 36; P = 0.068) and Vd/Vt to decrease (0.62 ± 0.18 versus 0.59 ± 0.18; P = 0.19) during periods of CLR, but these differences did not achieve statistical significance.",16602:16962, 30713 ,11299066,Unavailable
 30713 ,Dead-space fraction,Manual turning,Continuous rotation  + percussion and postural drainage,No significant difference,"There was a tendency for PaO2/FIO2 to increase (174 ± 31 versus 188 ± 36; P = 0.068) and Vd/Vt to decrease (0.62 ± 0.18 versus 0.59 ± 0.18; P = 0.19) during periods of CLR, but these differences did not achieve statistical significance.",16602:16962, 30713 ,11299066,Unavailable
 30713 ,Dead-space fraction,Manual turning + percussion and postural drainage,Continuous rotation,No significant difference,"There was a tendency for PaO2/FIO2 to increase (174 ± 31 versus 188 ± 36; P = 0.068) and Vd/Vt to decrease (0.62 ± 0.18 versus 0.59 ± 0.18; P = 0.19) during periods of CLR, but these differences did not achieve statistical significance.",16602:16962, 30713 ,11299066,Unavailable
 30713 ,Dead-space fraction,Manual turning + percussion and postural drainage,Continuous rotation + percussion and postural drainage,No significant difference,"There was a tendency for PaO2/FIO2 to increase (174 ± 31 versus 188 ± 36; P = 0.068) and Vd/Vt to decrease (0.62 ± 0.18 versus 0.59 ± 0.18; P = 0.19) during periods of CLR, but these differences did not achieve statistical significance.",16602:16962, 30713 ,11299066,Unavailable
 30713 ,Dead-space fraction,Continuous rotation,Continuous rotation + percussion and postural drainage,No significant difference,"There was a tendency for PaO2/FIO2 to increase (174 ± 31 versus 188 ± 36; P = 0.068) and Vd/Vt to decrease (0.62 ± 0.18 versus 0.59 ± 0.18; P = 0.19) during periods of CLR, but these differences did not achieve statistical significance.",16602:16962, 30713 ,11299066,Unavailable
 30713 ,Airway pressure,Manual turning,Manual turning + percussion and postural drainage,No significant difference,Airway pressures were unchanged during the study period and cardiac output was unaffected.,17080:17170, 30713 ,11299066,Unavailable
 30713 ,Airway pressure,Manual turning,Continuous rotation,No significant difference,Airway pressures were unchanged during the study period and cardiac output was unaffected.,17080:17170, 30713 ,11299066,Unavailable
 30713 ,Airway pressure,Manual turning,Continuous rotation  + percussion and postural drainage,No significant difference,Airway pressures were unchanged during the study period and cardiac output was unaffected.,17080:17171, 30713 ,11299066,Unavailable
 30713 ,Airway pressure,Manual turning + percussion and postural drainage,Continuous rotation,No significant difference,Airway pressures were unchanged during the study period and cardiac output was unaffected.,17079:17170, 30713 ,11299066,Unavailable
 30713 ,Airway pressure,Manual turning + percussion and postural drainage,Continuous rotation + percussion and postural drainage,No significant difference,Airway pressures were unchanged during the study period and cardiac output was unaffected.,17079:17170, 30713 ,11299066,Unavailable
 30713 ,Airway pressure,Continuous rotation,Continuous rotation + percussion and postural drainage,No significant difference,Airway pressures were unchanged during the study period and cardiac output was unaffected.,17079:17170, 30713 ,11299066,Unavailable
 30713 ,Cardiac output ,Manual turning,Manual turning + percussion and postural drainage,No significant difference,Airway pressures were unchanged during the study period and cardiac output was unaffected.,17079:17170, 30713 ,11299066,Unavailable
 30713 ,Cardiac output,Manual turning,Continuous rotation,No significant difference,Airway pressures were unchanged during the study period and cardiac output was unaffected.,17079:17170, 30713 ,11299066,Unavailable
 30713 ,Cardiac output,Manual turning,Continuous rotation  + percussion and postural drainage,No significant difference,Airway pressures were unchanged during the study period and cardiac output was unaffected.,17079:17170, 30713 ,11299066,Unavailable
 30713 ,Cardiac output,Manual turning + percussion and postural drainage,Continuous rotation,No significant difference,Airway pressures were unchanged during the study period and cardiac output was unaffected.,17079:17170, 30713 ,11299066,Unavailable
 30713 ,Cardiac output,Manual turning + percussion and postural drainage,Continuous rotation + percussion and postural drainage,No significant difference,Airway pressures were unchanged during the study period and cardiac output was unaffected.,17079:17170, 30713 ,11299066,Unavailable
 30713 ,Cardiac output,Continuous rotation,Continuous rotation + percussion and postural drainage,No significant difference,Airway pressures were unchanged during the study period and cardiac output was unaffected.,17079:17170, 30713 ,11299066,Unavailable
 30713 ,Partial pressure of carbon dioxide,Manual turning,Manual turning + percussion and postural drainage,No significant difference,There were no changes in PaCO2 during the study (Fig. 1),16963:17078, 30713 ,11299066,Unavailable
 30713 ,Partial pressure of carbon dioxide,Manual turning,Continuous rotation,No significant difference,There were no changes in PaCO2 during the study (Fig. 1),16962:17078, 30713 ,11299066,Unavailable
 30713 ,Partial pressure of carbon dioxide,Manual turning,Continuous rotation  + percussion and postural drainage,No significant difference,There were no changes in PaCO2 during the study (Fig. 1),16963:17078, 30713 ,11299066,Unavailable
 30713 ,Partial pressure of carbon dioxide,Manual turning + percussion and postural drainage,Continuous rotation,No significant difference,There were no changes in PaCO2 during the study (Fig. 1),16963:17078, 30713 ,11299066,Unavailable
 30713 ,Partial pressure of carbon dioxide,Manual turning + percussion and postural drainage,Continuous rotation + percussion and postural drainage,No significant difference,There were no changes in PaCO2 during the study (Fig. 1),16963:17078, 30713 ,11299066,Unavailable
 30713 ,Partial pressure of carbon dioxide,Continuous rotation,Continuous rotation + percussion and postural drainage,No significant difference,There were no changes in PaCO2 during the study (Fig. 1),16962:17078, 30713 ,11299066,Unavailable
 30713 ,Sputum production,Manual turning,Manual turning + percussion and postural drainage,No significant difference,There were statistically significant increases in sputum volume during the periods of CLR (Table 3). The addition of P&amp;PD did not increase sputum volume for the group as a whole.,17455:17672, 30713 ,11299066,Unavailable
 30713 ,Sputum production,Manual turning,Continuous rotation,Significantly decreased,There were statistically significant increases in sputum volume during the periods of CLR (Table 3). The addition of P&amp;PD did not increase sputum volume for the group as a whole.,17455:17672, 30713 ,11299066,Unavailable
 30713 ,Sputum production,Manual turning,Continuous rotation  + percussion and postural drainage,Significantly decreased,There were statistically significant increases in sputum volume during the periods of CLR (Table 3). The addition of P&amp;PD did not increase sputum volume for the group as a whole.,17455:17672, 30713 ,11299066,Unavailable
 30713 ,Sputum production,Manual turning + percussion and postural drainage,Continuous rotation,Significantly decreased,There were statistically significant increases in sputum volume during the periods of CLR (Table 3). The addition of P&amp;PD did not increase sputum volume for the group as a whole.,17455:17672, 30713 ,11299066,Unavailable
 30713 ,Sputum production,Manual turning + percussion and postural drainage,Continuous rotation + percussion and postural drainage,Significantly decreased,There were statistically significant increases in sputum volume during the periods of CLR (Table 3). The addition of P&amp;PD did not increase sputum volume for the group as a whole.,17455:17672, 30713 ,11299066,Unavailable
 30713 ,Sputum production,Continuous rotation,Continuous rotation + percussion and postural drainage,No significant difference,There were statistically significant increases in sputum volume during the periods of CLR (Table 3). The addition of P&amp;PD did not increase sputum volume for the group as a whole.,17455:17672, 30713 ,11299066,Unavailable
 30713 ,Sputum volume when production was over 40 ml,Continuous rotation,Continuous rotation + percussion and postural drainage,Significantly decreased,"However, in the four patients producing more than 40 ml of sputum per day, P&amp;PD increased sputum volume significantly (Table 3)",17672:17847, 30713 ,11299066,Unavailable
 32174 ,Satisfaction with the recovery,Implementation of patient-held record,Control,Significantly increased,"PHR group patients were more satisfied with the recovery they had made (79% vs. 59%, p=0.04), but felt less able to talk to staff about their problems (61% vs. 82%, p=0.02).",4736:4909, 32174 ,11257719,Unavailable
 32174 ,Feeling of being able to discuss problems with staff ,Implementation of patient-held record,Control,Significantly decreased,"PHR group patients were more satisfied with the recovery they had made (79% vs. 59%, p=0.04), but felt less able to talk to staff about their problems (61% vs. 82%, p=0.02).",4736:4909, 32174 ,11257719,Unavailable
 32174 ,Explanations about patient condition received ,Implementation of patient-held record,Control,No significant difference,"PHR group patients reported receiving fewer explanations about their condition (18% vs. 33%, p=0.12) and treatment (26% vs. 45%, p=0.07)",4910:5046, 32174 ,11257719,Unavailable
 32174 ,Explanations about treatment received ,Implementation of patient-held record,Control,No significant difference,"PHR group patients reported receiving fewer explanations about their condition (18% vs. 33%, p=0.12) and treatment (26% vs. 45%, p=0.07)",4910:5046, 32174 ,11257719,Unavailable
 32174 ,Fear of asking questions to the doctor,Implementation of patient-held record,Control,Significantly increased,"and were more afraid of asking doctors questions (21% vs. 4%, p=0.01) than controls.",5048:5133, 32174 ,11257719,Unavailable
 32174 ,Preparation for discharge,Implementation of patient-held record,Control,No significant difference,PHR group patients were no better prepared for hospital discharge than control group patients,5133:5226, 32174 ,11257719,Unavailable
 32174 ,Information level about services and benefits ,Implementation of patient-held record,Control,No significant difference,and both groups were ill-informed about services and benefits that might have helped after discharge from hospital.,5228:5343, 32174 ,11257719,Unavailable
 32174 ,Patient involvement in discussions about their treatment with staff,Implementation of patient-held record,Control,No significant difference,"Most patients (68% PHR vs. 61% control, p=0.39) were not involved in discussions about their treatment with doctors or therapists",23274:23403, 32174 ,11257719,Unavailable
 32174 ,Fear of asking questions to therapists and social workers,Implementation of patient-held record,Control,No significant difference,The vast majority of patients in both groups felt able to ask questions of therapists and social workers.,23567:23672, 32174 ,11257719,Unavailable
 32174 ,Readiness to go home when discharged ,Implementation of patient-held record,Control,No significant difference,"More PHR than control group patients felt ready to go home at the point of discharge (82% vs. 60%, p=0.14)",23970:24076, 32174 ,11257719,Unavailable
 32174 ,Being instructed in how to cope at home,Implementation of patient-held record,Control,No significant difference,"but control group patients were more likely to have been instructed in how to cope at home (49% vs. 33%, p=0.11).",17725:17809, 32174 ,11257719,Unavailable
 32174 ,Feeling of being fully recovered ,Implementation of patient-held record,Control,Significantly increased,"Significantly more PHR than control group patients felt that they had made a complete recovery from the stroke (38% vs. 14%, p=0.01)",24385:24517, 32174 ,11257719,Unavailable
 32174 ,Feeling of having their lives back together,Implementation of patient-held record,Control,No significant difference,"and a higher proportion felt that they had ""got their lives back together again"" (48% VS. 31%, P=0.08)",24519:24621, 32174 ,11257719,Unavailable
 32174 ,Need for help with everyday activities,Implementation of patient-held record,Control,No significant difference,"Despite this, two-thirds of patients in both groups needed help with everyday activities.",24622:24712, 32174 ,11257719,Unavailable
 32174 ,Satisfaction with community services received,Implementation of patient-held record,Control,No significant difference,Both groups reported high levels of disatisfaction with community services received.,17725:17809, 32174 ,11257719,Unavailable
 32174 ,Having a poor notion of what was happening to them,Implementation of patient-held record,Control,No significant difference,Slightly more (61%) PHR group patients than control patients (49%) reported that they had had little idea what was happening to them while they were in hospital.,23404:23566, 32174 ,11257719,Unavailable
 60660 ,Serum folate level 30 min after the first UVA exposure,UVA irradiation ,Control,No significant difference,"At all times of blood collection the differences between serum folate levels were insignificant for UV exposed as well as non-exposed volunteers (P &gt; 0.05), except of the non-exposed controls at T2 (P &lt; 0.05). However, this was certainly not of clinical relevance.",10261:10546, 60660 ,11737876,Unavailable
 60660 ,Serum folate level 24 h after the sixth UV exposure,UVA irradiation ,Control,No significant difference,At all times of blood collection the differences between serum folate levels were insignificant for UV exposed as well as non-exposed volunteers (P &gt; 0.05),10262:10417, 60660 ,11737876,Unavailable
 65045 ,Score on critical appraisal ,Evidence Based Medicine workshop,Control,No significant difference,The students mean scores were similar in Group A (14.8) and Group B (15.0) after Group A had received the intervention and Group B had received the control (p = 0.75),4157:4323, 65045 ,11818036,Unavailable
 65045 ,Confidence in reading research papers,Evidence Based Medicine workshop,Control,No significant difference,"Student self-perception of confidence tended to increase slightly during the trial, although not to a level that was statistically significant",18503:18647, 65045 ,11818036,Unavailable
 79000 ,Low density lipoprotein levels after 12 weeks,Simvastatin 20 mg,Baseline,Significantly decreased,"Plasma low density lipoprotein-cholesterol concentration fell 7%, 39% (p &lt; 0.01 vs baseline) and 47% (p &lt; 0.01 vs baseline) after 12 weeks of treatment with placebo, simvastatin 20 mg and 40 mg, respectively.",3584:3792, 79000 ,11879528,Unavailable
 79000 ,Low density lipoprotein levels after 12 weeks,Simvastatin 40 mg,Baseline,Significantly decreased,"Plasma low density lipoprotein-cholesterol concentration fell 7%, 39% (p &lt; 0.01 vs baseline) and 47% (p &lt; 0.01 vs baseline) after 12 weeks of treatment with placebo, simvastatin 20 mg and 40 mg, respectively.",3584:3792, 79000 ,11879528,Unavailable
 79000 ,Low density lipoprotein levels after 12 weeks,Placebo,Baseline,No significant difference,"Plasma low density lipoprotein-cholesterol concentration fell 7%, 39% (p &lt; 0.01 vs baseline) and 47% (p &lt; 0.01 vs baseline) after 12 weeks of treatment with placebo, simvastatin 20 mg and 40 mg, respectively.",3584:3792, 79000 ,11879528,Unavailable
 79000 ,Bone-specific alkaline phosphatase after 6 weeks,Simvastatin 20 mg,Baseline,No significant difference,"At 6 and 12 weeks, bone marker concentrations were not different from baseline",3876:3955, 79000 ,11879528,Unavailable
 79000 ,Bone-specific alkaline phosphatase after 12 weeks,Simvastatin 20 mg,Baseline,No significant difference,"At 6 and 12 weeks, bone marker concentrations were not different from baseline",3876:3955, 79000 ,11879528,Unavailable
 79000 ,Bone-specific alkaline phosphatase after 6 weeks,Simvastatin 40 mg,Baseline,No significant difference,"At 6 and 12 weeks, bone marker concentrations were not different from baseline",3876:3955, 79000 ,11879528,Unavailable
 79000 ,Bone-specific alkaline phosphatase after 12 weeks,Simvastatin 40 mg,Baseline,No significant difference,"At 6 and 12 weeks, bone marker concentrations were not different from baseline",3876:3955, 79000 ,11879528,Unavailable
 79000 ,Bone-specific alkaline phosphatase after 6 weeks,Placebo,Baseline,No significant difference,"At 6 and 12 weeks, bone marker concentrations were not different from baseline",3876:3955, 79000 ,11879528,Unavailable
 79000 ,Bone-specific alkaline phosphatase after 12 weeks,Placebo,Baseline,No significant difference,"At 6 and 12 weeks, bone marker concentrations were not different from baseline",3876:3955, 79000 ,11879528,Unavailable
 79000 ,N-telopeptide levels after 6 weeks,Simvastatin 20 mg,Baseline,No significant difference,"At 6 and 12 weeks, bone marker concentrations were not different from baseline",3876:3955, 79000 ,11879528,Unavailable
 79000 ,N-telopeptide levels after 12 weeks,Simvastatin 20 mg,Baseline,No significant difference,"At 6 and 12 weeks, bone marker concentrations were not different from baseline",3876:3955, 79000 ,11879528,Unavailable
 79000 ,N-telopeptide levels after 6 weeks,Simvastatin 40 mg,Baseline,No significant difference,"At 6 and 12 weeks, bone marker concentrations were not different from baseline",3876:3955, 79000 ,11879528,Unavailable
 79000 ,N-telopeptide levels after 12 weeks,Simvastatin 40 mg,Baseline,No significant difference,"At 6 and 12 weeks, bone marker concentrations were not different from baseline",3876:3955, 79000 ,11879528,Unavailable
 79000 ,N-telopeptide levels after 6 weeks,Placebo,Baseline,No significant difference,"At 6 and 12 weeks, bone marker concentrations were not different from baseline",3876:3955, 79000 ,11879528,Unavailable
 79000 ,N-telopeptide levels after 12 weeks,Placebo,Baseline,No significant difference,"At 6 and 12 weeks, bone marker concentrations were not different from baseline",3876:3955, 79000 ,11879528,Unavailable
